시도,주차장명,주차장유형 (노상/노외/부설),주소,위도,경도,관리기관,전화번호 (주차장관리자),"'18.9.22(토), 개방시작시간","'18.9.22(토), 개방종료시간","18.9.23(일), 개방시작시간","18.9.23(일), 개방종료시간","18.9.24(월), 개방시작시간","18.9.24(월), 개방종료시간","18.9.25(화), 개방시작시간","18.9.25(화), 개방종료시간","18.9.26(수), 개방시작시간","18.9.26(수), 개방종료시간",특이사항,
강원도,강원도교육연수원,노상,강원도 강릉시 공항길 20번길 52-1,0.000,0.000,강원도교육연수원,033-640-9545,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,명주교육도서관,노상,강원도 강릉시 주문진읍 해안3길11,37.886,128.829,명주교육도서관,033-660-6905,08:30,23:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,9.22.(토) 개관일.,
강원도,거성초등학교,부설,강원도 고성군 거진읍 거성길38,38.452,128.457,거성초등학교,033-682-3570,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,공현진초등학교,노외,강원도 고성군 공현진한옥길49,38.355,128.508,공현진초등학교,033-632-9460,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,광산초등학교,노상,강원도 고성군 간성읍 진부령로 2427,38.375,128.413,광산초,033-681-0657,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,아야진초등학교,노상,강원도 고성군 토성면 아야진길15,38.274,128.549,아야진초등학교,"033-631-2753,",07:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,인흥초등학교,노상,강원도 고성군 토성면 인흥1길 26,38.237,128.551,인흥초등학교,033-636-5182,09:00,24:00,09:00,24:00,09:00,24:00,09:00,24:00,09:00,24:00,,
강원도,천진초등학교,노상,강원도 고성군 토성면 천진1길 14,38.257,128.557,천진초등학교,033-639-0400,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,대진중학교,부설,강원도 고성군 현내면 화진포길476,38.484,128.433,대진중학교,033-680-6613,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,,
강원도,거진정보공업고등학교,부설,강원도 고성군 거진읍 거탄진로 39-7,38.440,128.451,거진정보공업고등학교,033-680-1704,09:00,24:00,09:00,24:00,09:00,24:00,09:00,24:00,09:00,24:00,,
강원도,대진고등학교,부설,강원도 고성군 현내면 화진포길476,38.484,128.433,대진고등학교,033-680-6613,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,,
강원도,고성교육지원청,노상,강원도 고성군 간성읍 간성로80,38.381,128.466,고성교육지원청,033-680-6064,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,고성교육도서관,부설,강원도 고성군 거진읍 거탄진로29번길 7,38.262,128.270,고성교육도서관,033-682-4886,18:00,09:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,"동광중,동광산업과학고등학교",노상,강원도 고성군 토성면 백촌리 30-15,,,동광중.동광산업과학고등학교,033-630-3206,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,남호초등학교,노상,강원도 동해시 평원로 120,37.534,129.113,남호초등학교,033-530-7800,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,동호초등학교,노상,강원도 동해시 발한로 123,37.545,129.100,동호초등학교,033-530-7408,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,망상초등학교,노외,강원도 동해시 동해대로 6251,0.000,0.000,망상초등학교,033-530-3520,14:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,묵호초등학교,노상,강원도 동해시 발한천길30,37.598,129.079,묵호초등학교,033-539-1522,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,
강원도,삼화초등학교,노상,강원도 동해시 파수길 38,37.293,129.040,삼화초등학교,033-530-6973,09:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,청운초등학교,부설,강원도 동해시 청운로 60,0.000,0.000,청운초등학교,033-820-2007,09:00,24:00,09:00,24:00,09:00,24:00,09:00,24:00,09:00,24:00,,
강원도,북평중학교,부설,강원도 동해시 용정로 40-7,37.498,129.116,북평중학교,033-521-1290,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,
강원도,동해광희중학교,노상,강원도 동해시 청운로 112,37.190,129.103,동해광희중학교,033-520-0802,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,동해광희고등학교,부설,강원도 동해시 청운로 112,37.491,129.103,동해광희고등학교,033-520-0704,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,
강원도,동해교육지원청,노외,강원도 동해시 천곡로 117,37.526,129.117,동해교육지원청,033-530-3064,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,동해교육도서관,노상,강원도 동해시 부곡5길 22,37.539,129.111,동해교육도서관,033-533-4439,18:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,근덕초등학교,노상,강원도 삼척시 근덕면 삼척로 3653,37.224,129.134,근덕초등학교,033-572-3007,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,
강원도,미로초등학교,부설,강원도 삼척시 미로면 미로강변로1길 10-11,0.000,0.000,미로초 행정실,033-570-0811,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,삼척남초등학교,노외,강원도 삼척시 동해대로 3783-22(오분동),37.424,129.188,삼척남초등학교,033-572-8765,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,삼척중앙초등학교,노외,강원도 삼척시 새천년도로 630-121,0.000,0.000,삼척중앙초등학교,033-570-7000,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,삼척초등학교,노상,강원도 삼척시 교동로,0.000,0.000,삼척초등학교,033-572-8663,08:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,18:00,,
강원도,서부초등학교,노외,강원도 삼척시 오십천로 279,0.000,0.000,서부초등학교,033-574-4009,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,소달초등학교,노상,강원도 삼척시 도계읍 소달길 54-30,0.000,0.000,소달초등학교,033-541-0150,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,오저초등학교,부설,강원도 삼척시 가곡면 가곡천로  1430,37.147,129.207,오저초등학교,033-573-7048,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,임원초등학교,노상,강원도 삼척시 원덕읍 삼척로 1246,37.236,129.342,임원초등학교,,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,
강원도,장원초등학교,노상,강원도 삼척시 도계읍 장원길25,0.000,0.000,장원초등학교,033-541-4418,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,18:00,,
강원도,장호초등학교,노상,강원도 삼척시 근덕면 용화안길24,0.000,0.000,장호초등학교,033-572-8704,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,호산초등학교,부설,강원도 삼척시 삼척로 46-12,37.178,129.335,호산초등학교,033-572-6102,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,
강원도,도계중학교,부설,강원도 삼척시 도계읍 도계느티로 15,37.136,129.255,도계중학교,033-541-0012,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,미로중학교,노상,강원도 삼척시 강원남부로 3907,37.410,129.104,미로중학교,033-572-0057,09:00,24:00,09:00,24:00,09:00,24:00,09:00,24:00,09:00,24:00,,
강원도,삼척여자중학교,노외,강원도 삼척시 당저동 96,37.446,129.161,삼척여자중학교,033-573-0131,08:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,18:00,,
강원도,원덕중학교,노외,강원도 삼척시 원덕읍 삼척로480,0.000,0.000,원덕고등학교,033-571-5212,08:30,24:00,08:30,24:00,08:30,24:00,08:30,24:00,08:30,22:00,,
강원도,가곡고등학교,노외,강원도 삼척시 가곡면 가곡천로 1427,37.147,129.206,가곡중학교,033-570-6922,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,가곡고등학교,노외,강원도 삼척시 가곡면 가곡천로 1427,37.147,129.206,가곡고등학교,033-570-6922,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,삼척고등학교,부설,강원도 삼척시 사대안길 21,37.446,129.165,삼척고등학교,033-570-8900,06:00,24:00,06:00,24:00,06:00,24:00,06:00,24:00,06:00,24:00,,
강원도,삼척마이스터고등학교,노외,강원도 삼척시 근덕면삼척로3700,37.385,129.224,삼척마이스터고,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,삼척여자고등학교,노상,강원도 삼척시 남산길 6,37.437,129.165,삼척여자고등학교,033-570-8700,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,
강원도,삼척교육문화관,노상,강원도 삼척시 진주로 48-41,0.000,0.000,삼척교육문화관,033-570-5503,08:30,08:00,08:30,08:00,08:30,08:00,08:30,08:00,08:30,08:00,오전 30분간만 폐쇄,
강원도,삼척교육지원청,노상,강원도 삼척시 청석로3길 32,37.450,129.177,삼척교육지원청,033-570-5157,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,교동초등학교,노상,강원도 속초시 만천1길 67,38.203,128.000,교동초등학교,033-637-7227,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,대포초등학교,노상,강원도 속초시 동해대로 3797,38.174,128.604,대포초등학교,033-635-3840,12:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,18:00,,
강원도,설악초등학교,노상,강원도 속초시 청봉로 51,38.164,128.540,설악초등학교,033-636-7052,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,속초초등학교,노상,강원도 속초시 수복로 117,38.202,128.582,속초초등학교,033-638-8873,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,영랑초등학교,노상,"강원도 속초시 중앙로 331,",0.000,0.000,영랑초등학교,033-639-7888,12:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,18:00,,
강원도,온정초등학교,노상,강원도 속초시 온천로 107,0.000,0.000,속초양양교육지원청,,09:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,조양초등학교,노상,강원도 속초시 동해대로 3965,38.190,128.598,조양초등학교,033-636-3380,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,청대초등학교,노상,강원도 속초시 소평로 175,0.000,0.000,청대초등학교,033-639-9007,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,청봉초등학교,부설,강원도 속초시 조양로 118번길 9,0.000,0.000,청봉초등학교,033-630-7500,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,20:00,,
강원도,청호초등학교,노상,강원도 속초시 청호로 60,38.196,128.598,청호초등학교,033-636-8746,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,
강원도,설악중학교,노상,강원도 속초시 미시령로 3402,0.000,0.000,설악중학교,033-633-4992,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,속초여자중학교,부설,강원도 속초시 번영로 81,38.207,128.585,속초여자중학교,033-630-8500,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,속초중학교,노상,강원도 속초시 미시령로 3358(교동),38.205,128.574,속초중학교,033-637-4986,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,속초고등학교,노외,강원도 속초시 사진용촌길42,38.226,128.584,속초고등학교,033-634-6006,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,속초양양교육지원청,노외,강원도 속초시 미시령로 3336,38.205,128.572,속초양양교육지원청,033-639-6000,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,도촌초등학교,노상,강원도 양구군 남면 정중앙로 259,38.080,128.020,도촌초등학교,033-482-0803,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,
강원도,방산초등학교,노상,강원도 양구군 방산면 평화로 5121-7,38.209,127.944,방산초등학교,033-481-5907,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,양구초등학교,노상,"강원도 양구군,읍 양구새싹로 48",38.000,127.000,양구초,,09:00,09:00,09:00,09:00,09:00,09:00,09:00,09:00,09:00,09:00,관리자없음,
강원도,임당초등학교,노상,강원도 양구군 동면 금강산로 1673,38.202,128.043,임당초등학교,033-481-0006,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,양구여자중학교,부설,강원도 양구군 양구읍 박수근로 327,38.101,127.981,양구여자중학교,033-480-1610,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,해안중학교,노상,강원도 양구군 해안면 펀치볼로1279,0.000,0.000,해안중학교,033-480-1712,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,양구여자고등학교,부설,강원도 양구군 양구읍 박수근로 327,38.101,127.981,양구여자고등학교,033-480-1610,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,강현초등학교,노상,강원도 양양군 강현면 진미로12번길 22,38.150,128.604,강현초등학교,033-670-9007,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,광정초등학교,노상,강원도 양양군 현북면 하조대 1길 38,0.000,0.000,광정초등학교,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,상평초등학교,노상,강원도 양양군 서면 물윗구미길 25,38.073,128.586,상평초등학교,033-672-2982,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,
강원도,상평초공수전분교,노상,강원도 양양군 서면 구룡령로 2855,38.042,128.558,상평초공수전분교,033-673-3368,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,
강원도,상평초현서분교,노상,강원도 양양군 서면 구룡령로 2155,37.988,128.530,상평초현서분교,033-673-8764,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,
강원도,양양초등학교,노상,강원도 양양군 양양읍 군청길 39,38.078,128.621,양양초등학교,033-671-2834,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,조산초등학교,노상,강원도 양양군 양양읍 동해로 3020,0.000,0.000,조산초등학교,033-670-9804,09:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,18:00,,
강원도,현북초등학교,부설,강원도 양양군 현북면 송이로 222,38.016,128.697,현북초등학교,033-672-8714,12:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,17:00,,
강원도,현성초등학교,노상,강원도 양양군 현북면 어성전로 114,37.952,128.665,현성초등학교,033-673-8273,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,주차장 관리자 없음,
강원도,양양고등학교,노상,강원도 양양군 양양읍 복개길 23-12,38.072,128.617,양양고등학교,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,
강원도,강원외국어교육원(부서),부설,강원도 양양군 손양면 선사유적로 840,38.099,128.653,강원외국어교육원,033-670-1505,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,쌍룡초등학교,노외,강원도 영월군 한반도면 무동길 50,37.178,128.320,쌍룡초등학교,033-372-5030,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,쌍룡초등학교토교분교,노외,강원도 영월군 남면 토교로 301,37.160,128.309,토교분교,033-374-8183,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,영월초등학교,부설,강원도 영월군 영월읍 하송안길 100,37.182,128.469,영월초등학교,033-370-300,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,청령포초등학교,노외,강원도 영월군 영월읍 청령포로 191,37.181,128.441,청령포초등학교,033-374-8454,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,연당중학교,노상,강원도 영월군 남면 연당로 101-8,37.188,128.407,연당중학교,033-372-4006,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,석정여자중학교,부설,강원도 영월군 영월읍 영월로 1914-11,0.000,0.000,석정여자중학교,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,관리자 없음,
강원도,마차고등학교,부설,강원도 영월군 북면 문학로길 25-8,37.255,128.451,마차고등학교,033-372-3971,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,상동중학교,부설,강원도 영월군 상동읍 태백산로 3147,37.125,128.823,상동중학교,033-378-2517,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,16:30,,
강원도,상동중학교,부설,강원도 영월군 상동읍 태백산로 3147,37.125,128.821,상동중학교,033-378-2517,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,16:30,,
강원도,석정여자고등학교,노외,강원도 영월군 영월읍 영월로 1914-11,37.180,128.459,석정여자고등학교,033-370-4444,08:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,18:00,,
강원도,영월교육도서관,부설,강원도 영월군.읍 영월로 1914-7,0.000,0.000,영월교육도서관,033-373-9315,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,9.22일 개방안함,
강원도,관설초등학교,노상,강원도 원주시 치악로 1355,37.309,127.976,관설초등학교,033-761-5644,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,교동초등학교,노외,강원도 원주시 명륜로9,37.338,127.947,교동초등학교,033-764-1072,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,,
강원도,귀래초등학교,부설,강원도 원주시 귀래면 북원로 89,0.000,0.000,귀래초등학교,033-762-7220,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,
강원도,금대초등학교,부설,강원도 원주시 판부면 금대길 10,37.289,127.997,금대초등학교,033-762-7847,09:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,18:00,,
강원도,단구초등학교,노상,강원도 원주시 단구초교길5,0.000,0.000,단구초등학교,033-765-0491,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,,
강원도,둔둔초등학교,노외,강원도 원주시 소초면 버덩마을길7,37.446,127.979,둔둔초등학교,033-747-7592,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,만대초등학교,노상,강원도 원주시 만대로65,37.340,127.921,만대초등학교,033-737-8500,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,만종초등학교,노상,강원도 원주시 호저면 원문로599,37.356,127.902,만종초등학교,033-747-2774,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,없음,
강원도,명륜초등학교,노상,강원도 원주시 행구로25,37.343,127.958,명륜초등학교,033-761-8192,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,버들초등학교,노상,강원도 원주시 건강로80,37.321,127.986,버들초등학교,033-769-6790,12:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,18:00,,
강원도,봉대초등학교,노상,강원도 원주시 혁신로 300,37.324,127.978,봉대초등학교,033-738-1807,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,부론초등학교,노상,강원도 원주시 부론면 법천시장길 58,0.000,0.000,부론초등학교,033-732-3021,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,북원초등학교,노상,강원도 원주시 단구로 60,37.344,127.938,북원초등학교,033-734-9533,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,산현초등학교,노외,강원도 원주시 호저면 칠봉로 347,37.425,127.893,산현초등학교,033-731-8875,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,
강원도,서곡초등학교,노상,강원도 원주시 용수골길 159,37.298,127.939,서곡초등학교,033-763-4800,12:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,18:00,,
강원도,서원주초등학교,노상,강원도 원주시 남원로469번길 61,37.327,127.940,서원주초등학교,033-766-8852,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,
강원도,소초초등학교,노상,강원도 원주시 소초면 평장안골길 15,37.418,128.004,소초초등학교,033-732-9432,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
강원도,솔샘초등학교,부설,강원도 원주시 무실로 381,37.330,127.989,솔샘초등학교,033-738-2300,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,
