,시도,주차장명,주차장유형,주소,위도,경도,관리기관,전화번호,특이사항,9_22(토),9_23(일),9_24(월),9_25(화),9_26(수)
10,충청북도,충주천 제3공영주차장,노외,충청북도 충주시 지현동 6,36.9710353,127.9292009,충주시청,043-850-6323,24시간 무료개방,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
11,충청북도,충의공영주차장,노외,충청북도 충주시 충의동 35,36.9755413,127.9295404,충주시청,043-850-6323,3일 무료개방,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
12,충청북도,교현천공영주차장,노외,충청북도 충주시 충의동 47,36.9755759,127.9302379,충주시청,043-850-6323,3일 무료개방,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
13,충청북도,남산등산로주차장,노외,충청북도 충주시 교현동 21-2,36.962796,127.9506398,충주시청,043-850-6323,24시간 무료개방,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
14,충청북도,문화동제1도심주차장,노외,충청북도 충주시 문화동 1436,36.9708542,127.9234821,충주시청,043-850-6323,24시간 무료개방,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
15,충청북도,용산동제1도심주차장,노외,충청북도 충주시 용산동 1233,36.9634525,127.9381818,충주시청,043-850-6323,24시간 무료개방,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
16,충청북도,연수동 제1도심주차장,노외,충청북도 충주시 연수동 1631,36.9832994,127.9447933,충주시청,043-850-6323,24시간 무료개방,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
17,충청북도,지현동 제2도심주차장,노외,충청북도 충주시 지현동 1090,36.9628903,127.930328,충주시청,043-850-6323,24시간 무료개방,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
18,충청북도,지현동 제3도심주차장,노외,충청북도 충주시 지현동 322,36.9696191,127.9300546,충주시청,043-850-6323,24시간 무료개방,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
19,충청북도,연수동 제2도심주차장,노외,충청북도 충주시 연수동 1538,36.9841852,127.941061,충주시청,043-850-6323,24시간 무료개방,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
20,충청북도,교현2동 제1도심주차장,노외,충청북도 충주시 교현동 626-6,36.9799597,127.9266058,충주시청,043-850-6323,24시간 무료개방,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
21,충청북도,지현동 제3도심주차장,노외,충청북도 충주시 지현동 1115,36.9629661,127.9305065,충주시청,043-850-6323,24시간 무료개방,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
22,충청북도,용산동 제2도심주차장,노외,충청북도 충주시 용산동 1243,36.9636335,127.9380503,충주시청,043-850-6323,24시간 무료개방,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
23,충청북도,교현안림동 제1도심주차장,노외,충청북도 충주시 교현동 195,36.973667,127.9395921,충주시청,043-850-6323,24시간 무료개방,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
24,충청북도,연수동 제3도심주차장,노외,충청북도 충주시 연수동 1466,36.983124,127.9382311,충주시청,043-850-6323,24시간 무료개방,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
25,충청북도,문화동 제2도심주차장,노외,충청북도 충주시 문화동 1569,36.9718734,127.9262474,충주시청,043-850-6323,24시간 무료개방,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
26,충청북도,수안보공영주차장,노외,충청북도 충주시 수안보면 온천리 218-2,36.8467715,127.9901988,충주시청,043-850-6323,24시간 무료개방,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
27,충청북도,교현안림동 제2도심주차장,노외,충청북도 충주시 교현동 415-10,36.9761949,127.9364025,충주시청,043-850-6323,24시간 무료개방,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
28,충청북도,목행시장,노외,충청북도 충주시 목행동 608-24,37.0134766,127.918314,충주시 목행시장상인회,-,24시간 무료개방,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
29,충청북도,충주천 제1공영주차장,노외,충청북도 충주시 성서동 50,36.9723768,127.9301644,충주시 시설관리공단,043-870-7896,4일 무료개방,,"23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
30,충청북도,충주천 제2공영주차장,노외,충청북도 충주시 성서동 453,36.9703876,127.9312321,충주시 시설관리공단,043-870-7897,4일 무료개방,,"23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
31,충청북도,칠금 공영주차장,노외,충청북도 충주시 칠금동 1017,36.9807149,127.915815,충주시 시설관리공단,043-870-7898,4일 무료개방,,"23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
32,충청북도,금릉 공영주차장,노외,충청북도 충주시 금릉동 730,36.9887763,127.9274859,충주시 시설관리공단,043-870-7899,4일 무료개방,,"23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
33,충청북도,노상1지구,노상,충청북도 제천시 중앙로1가221-1,37.1371853,128.2114214,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
34,충청북도,노상2지구,노상,충청북도 제천시 중앙로2가160,37.1419194,128.2127144,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
35,충청북도,노상4지구,노상,충청북도 제천시 중앙로2가164,37.1399151,128.2127955,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
36,충청북도,노상5지구,노상,충청북도 제천시 명동339,37.1375727,128.207931,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
37,충청북도,노상7지구,노상,충청북도 제천시 중앙로2가160,37.1419194,128.2127144,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
38,충청북도,동문시장지구,노상,충청북도 제천시 중앙로2가160,37.1419194,128.2127144,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
39,충청북도,중앙교차로,노상,충청북도 제천시 중앙로2가 158,37.1399524,128.2115698,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
40,충청북도,용두천5지구,노상,충청북도 제천시 명동 248-2,37.1330157,128.2063484,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
41,충청북도,명동교차로,노상,충청북도 제천시 중앙로1가 224,37.1363709,128.2097556,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
42,충청북도,역전교차로,노상,충청북도 제천시 영천동 506,37.13045,128.2064461,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
43,충청북도,용두천1지구,노상,충청북도 제천시 중앙로2가 160,37.1419194,128.2127144,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
44,충청북도,용두천2지구,노상,충청북도 제천시 중앙로1가 210,37.1380107,128.2134576,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
45,충청북도,내토시장지구,노상,충청북도 제천시 중앙로1가 210,37.1380107,128.2134576,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
46,충청북도,용두천3지구,노상,충청북도 제천시 남천동 1187,37.1353213,128.2106407,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
47,충청북도,용두천4지구,노상,충청북도 제천시 명동 226-1,37.1337475,128.2078361,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
48,충청북도,중앙시장지구,노상,충청북도 제천시 남천동 401,37.1361568,128.2120905,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
49,충청북도,용두천7지구,노상,충청북도 제천시 남천동 401,37.1361568,128.2120905,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
50,충청북도,역전시장지구,노외,충청북도 제천시 화산동 201-1,37.1321346,128.2077765,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
51,충청북도,역전2주차장,노외,충청북도 제천시 영천동 537,37.1288716,128.2051509,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
52,충청북도,시민주차타워,노외,충청북도 제천시 중앙로2가29-11,37.1386663,128.2101829,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
53,충청북도,노상6지구,노상,충청북도 제천시 중앙로2가 159,37.1399055,128.2100692,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
54,충청북도,중앙시장2지구,노상,충청북도 제천시 중앙로1가45-1,37.1369043,128.2118562,제천시 교통과,043-641-6354,유료,,,"24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
55,충청북도,청전주차타워,노외,충청북도 제천시 청전동655,37.1489406,128.2114158,제천시 교통과,043-641-6354,무료주차장,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
56,충청북도,구)동명초임시주차장,노외,충청북도 제천시 명동 68,37.1361568,128.2085371,제천시 지역개발과,043-641-6266,무료주차장,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
57,충청북도,보은전통시장,부설,충청북도 보은군 보은읍 삼산리 137-1,36.483732,127.7203629,충청북도 보은군,043-540-3232,무료(2018. 9. 24 ~ 9. 26.),"22,-~-","23,-~-","24,0:00:00~24:00:00","25,0:00:00~24:00:00","26,0:00:00~24:00:00"
58,충청북도,보은종합시장주차장,부설,충청북도 보은군보은군 보은읍 삼산리 31-1 외 2필지,36.4845406,127.7170672,충청북도 보은군,043-540-3232,무료(2018. 9. 22. ~ 9. 26.),"22,0:00:00~24:00:00","23,0:00:00~24:00:00","24,0:00:00~24:00:00","25,0:00:00~24:00:00","26,0:00:00~24:00:00"
59,충청북도,보은도서관,노상,충청북도 보은군 보은읍 삼산리 125-4,36.484076,127.7160615,충청북도 보은군,043-540-3097,무료,"22,0:00:00~24:00:00","23,0:00:00~24:00:00","24,0:00:00~24:00:00","25,0:00:00~24:00:00","26,0:00:00~24:00:00"
60,충청북도,대신리치빌아파트,노상,충청북도 보은군 보은읍 삼산리 151-25,36.4859736,127.7181528,충청북도 보은군,043-540-3097,무료,"22,0:00:00~24:00:00","23,0:00:00~24:00:00","24,0:00:00~24:00:00","25,0:00:00~24:00:00","26,0:00:00~24:00:00"
61,충청북도,한솔식당,노상,충청북도 보은군 보은읍 교사리 87-16,36.4883576,127.7174879,충청북도 보은군,043-540-3097,무료,"22,0:00:00~24:00:00","23,0:00:00~24:00:00","24,0:00:00~24:00:00","25,0:00:00~24:00:00","26,0:00:00~24:00:00"
62,충청북도,삼성연립,노상,충청북도 보은군 보은읍 장신리 38-11,36.4822856,127.713538,충청북도 보은군,043-540-3097,무료,"22,0:00:00~24:00:00","23,0:00:00~24:00:00","24,0:00:00~24:00:00","25,0:00:00~24:00:00","26,0:00:00~24:00:00"
63,충청북도,통계슈퍼,노상,충청북도 보은군 보은읍 삼산리 175-43,36.4844779,127.7141404,충청북도 보은군,043-540-3097,무료,"22,0:00:00~24:00:00","23,0:00:00~24:00:00","24,0:00:00~24:00:00","25,0:00:00~24:00:00","26,0:00:00~24:00:00"
64,충청북도,진화아파트,노상,충청북도 보은군 보은읍 삼산리 171-4,36.4875003,127.7154798,충청북도 보은군,043-540-3097,무료,"22,0:00:00~24:00:00","23,0:00:00~24:00:00","24,0:00:00~24:00:00","25,0:00:00~24:00:00","26,0:00:00~24:00:00"
65,충청북도,동다리하상,노외,충청북도 보은군 보은읍 교사리 440-1,36.4923412,127.7221412,충청북도 보은군,043-540-3097,무료,"22,0:00:00~24:00:00","23,0:00:00~24:00:00","24,0:00:00~24:00:00","25,0:00:00~24:00:00","26,0:00:00~24:00:00"
66,충청북도,남다리하상,노외,충청북도 보은군 보은읍 죽전리 132-4,36.4806834,127.7201049,충청북도 보은군,043-540-3097,무료,"22,0:00:00~24:00:00","23,0:00:00~24:00:00","24,0:00:00~24:00:00","25,0:00:00~24:00:00","26,0:00:00~24:00:00"
67,충청북도,송화식당,노외,충청북도 보은군 보은읍 삼산리 195-1,36.4849952,127.7129924,충청북도 보은군,043-540-3097,무료,"22,0:00:00~24:00:00","23,0:00:00~24:00:00","24,0:00:00~24:00:00","25,0:00:00~24:00:00","26,0:00:00~24:00:00"
68,충청북도,정이품송,노외,충청북도 보은군 속리산면 상판리 241,36.5189426,127.8160964,충청북도 보은군,043-540-3097,무료,"22,0:00:00~24:00:00","23,0:00:00~24:00:00","24,0:00:00~24:00:00","25,0:00:00~24:00:00","26,0:00:00~24:00:00"
69,충청북도,삼승 재래시장,노외,충청북도 보은군  삼승면 원남리 190-2,36.3958634,127.7324556,충청북도 보은군,043-540-3097,무료,"22,0:00:00~24:00:00","23,0:00:00~24:00:00","24,0:00:00~24:00:00","25,0:00:00~24:00:00","26,0:00:00~24:00:00"
70,충청북도,삼승농협,노외,충청북도 보은군 삼승면 원남리 199,36.3960955,127.7318763,충청북도 보은군,043-540-3097,무료,"22,0:00:00~24:00:00","23,0:00:00~24:00:00","24,0:00:00~24:00:00","25,0:00:00~24:00:00","26,0:00:00~24:00:00"
71,충청북도,옥천체육센터 주차장,노외,충청북도 옥천군 옥천읍 문정리 384-10,36.3022398,127.5754489,충청북도 옥천군청,043-730-4863,무료,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,13:00~24:00:00"
72,충청북도,옥천생활체육관 주차장,노외,충청북도 옥천군 옥천읍 문정리 408-15,36.3037809,127.57519,충청북도 옥천군청,043-730-4863,무료,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,14:00~24:00:00"
73,충청북도,옥천국민체육센터 주차장,노외,충청북도 옥천군 옥천읍 문정리 420-2,36.3062527,127.5778757,충청북도 옥천군청,043-730-4863,무료,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,15:00~24:00:00"
74,충청북도,김밥천국~충북도립대,노상,충청북도 옥천군 옥천읍 금구리 18-10,36.3009461,127.5692919,충청북도 옥천군청,043-730-3534,무료,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,16:00~24:00:00"
75,충청북도,중앙의원~경찰서,노상,충청북도 옥천군 옥천읍 금구리 263-3,36.2997534,127.5669459,충청북도 옥천군청,043-730-3534,무료,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,17:00~24:00:00"
76,충청북도,옥천농협~가화교,노상,충청북도 옥천군 옥천읍 금구리 169-2,36.301728,127.5666911,충청북도 옥천군청,043-730-3534,무료,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,18:00~24:00:00"
77,충청북도,시장철물~옥천농협,노상,충청북도 옥천군 옥천읍 금구리 5-3,36.3023159,127.5685083,충청북도 옥천군청,043-730-3534,무료,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,19:00~24:00:00"
78,충청북도,금구천 하상주차장,노외,충청북도 옥천군 옥천읍 금구리 263-3,36.2997534,127.5669459,충청북도 옥천군청,043-730-3534,무료,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
79,충청북도,(구)채소시장 주차장,노외,충청북도 옥천군 옥천읍 금구리 5-66,36.3020252,127.5688729,충청북도 옥천군청,043-730-3534,무료,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
80,충청북도,(구)신협 앞 주차장,노외,충청북도 옥천군 옥천읍 금구리 23-1,36.3015763,127.5701191,충청북도 옥천군청,043-730-3534,무료,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
81,충청북도,옥천공영주차타워,노외,충청북도 옥천군 옥천읍 금구리 184-2,36.3015951,127.5658245,충청북도 옥천군청,043-730-3534,무료,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
82,충청북도,보건소 앞 주차장,노외,충청북도 옥천군 옥천읍 삼양리 161-108,36.3041016,127.5693459,충청북도 옥천군청,043-730-3534,무료,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
83,충청북도,새터 주차장,노외,충청북도 옥천군 옥천읍 금구리 154,36.2999713,127.5686493,충청북도 옥천군청,043-730-3534,무료,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
84,충청북도,구 대가 주차장,노외,충청북도 옥천군 옥천읍 금구리 23-4,36.3010251,127.570455,충청북도 옥천군청,043-730-3534,무료,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
85,충청북도,공설시장 주차타워,노외,충청북도 옥천군 옥천읍 삼양로 7길 9-7,36.3033427,127.5683268,충청북도 옥천군청,043-730-3362,무료,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
86,충청북도,선관위 일원 공영주차장,노외,충청북도 옥천군 옥천읍 금구리 113-3,36.296763,127.5669568,충청북도 옥천군청,043-730-3534,무료,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
87,충청북도,구 옥천신협 옆 공영주차장,노외,충청북도 옥천군 옥천읍 금구리 23-73,36.3012369,127.5707022,충청북도 옥천군청,043-730-3534,무료,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
88,충청북도,옥천여중 공영주차장,노외,충청북도 옥천군 옥천읍 문정리 464-8,36.3037158,127.5710839,충청북도 옥천군청,043-730-3534,무료,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
89,충청북도,청산 공영주차장,노외,충청북도 옥천군 청산면 교평리 257-3,36.3441949,127.7956431,충청북도 옥천군청,043-730-3534,무료,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
90,충청북도,제방밑주차장,노상,충청북도 영동군 영동읍 영동천2길 47,36.1726593,127.779275,충청북도 영동군청,043-740-3511,,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
91,충청북도,서외과옆주차장,노상,충청북도 영동군 영동읍 학산영동로 1241,36.173483,127.772942,충청북도 영동군청,043-740-3511,,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
92,충청북도,철도변주차장,노상,충청북도 영동군 영동읍 계산로 87,36.1720597,127.7860898,충청북도 영동군청,043-740-3511,,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
93,충청북도,매천교옆주차장,노상,충청북도 영동군 영동읍 계산로 122,36.1697206,127.7889595,충청북도 영동군청,043-740-3511,,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
94,충청북도,인삼조합앞주차장,노상,충청북도 영동군 영동읍 구교로 28,36.1764087,127.7802806,충청북도 영동군청,043-740-3511,,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
95,충청북도,한전옆주차장,노상,충청북도 영동군 영동읍 계산로2길 10,36.1739144,127.7785556,충청북도 영동군청,043-740-3511,,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
96,충청북도,중앙지구대옆주차장,노상,충청북도 영동군 영동읍 중앙로6길 52,36.1729849,127.7828313,충청북도 영동군청,043-740-3511,,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
97,충청북도,용산면주차장,노상,충청북도 영동군 용산면 구촌리 179-1,36.2593347,127.8284628,충청북도 영동군청,043-740-3511,,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
98,충청북도,영동천주차장,노외,충청북도 영동군 영동읍 계산로2길 40,36.1721086,127.7758806,충청북도 영동군청,043-740-3511,,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
99,충청북도,황간천주차장,노외,충청북도 영동군 황간면 남성8길 22,36.2317645,127.906525,충청북도 영동군청,043-740-3511,,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
100,충청북도,추풍령주차장,노외,충청북도 영동군 추풍령면 추풍령로 444,36.2132411,127.9959127,충청북도 영동군청,043-740-3511,,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
101,충청북도,학산주차장,노외,충청북도 영동군 학산면 서산로 56,36.0980712,127.6838632,충청북도 영동군청,043-740-3511,,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
102,충청북도,조심동하상주차장,노외,충청북도 영동군 영동읍 새심길 26,36.1687754,127.7880995,충청북도 영동군청,043-740-3511,,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
103,충청북도,용두교하상주차장,노외,충청북도 영동군 영동읍 계산리 125-3,36.1707951,127.7850027,충청북도 영동군청,043-740-3511,,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
104,충청북도,영동역환승주차장,노외,충청북도 영동군 영동읍 계산로 87,36.1720597,127.7860898,충청북도 영동군청,043-740-3511,,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
105,충청북도,심천주차장,노외,충청북도 영동군 심천면 심천로5길 5,36.2374092,127.7203237,충청북도 영동군청,043-740-3511,,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
106,충청북도,천태산주차장,노외,충청북도 영동군 양산면 영국동길 225,36.1586329,127.6100758,충청북도 영동군청,043-740-3511,,"22,00:00~24:00:00","23,00:00~24:00:00","24,00:00~24:00:00","25,00:00~24:00:00","26,00:00~24:00:00"
