시도,주차장명,주차장유형 (노상/노외/부설),주소,위도,경도,관리기관,전화번호 (주차장관리자),"'18.2.14(수), 개방시작시간","'18.2.14(수), 개방종료시간","'18.2.15(목), 개방시작시간","'18.2.15(목), 개방종료시간","'18.2.16(금), 개방시작시간","'18.2.16(금), 개방종료시간","'18.2.17(토), 개방시작시간","'18.2.17(토), 개방종료시간","'18.2.18(일), 개방시작시간","'18.2.18(일), 개방종료시간",특이사항,
강원도,일성아파트뒤,노외,강원도 춘천시 퇴계동 693-7번지일원,37.8669632,127.7265214,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,퇴계 노외,노외,강원도 춘천시 퇴계동 918번지외3필지,37.8618618,127.725048,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,퇴계근린공원,노외,강원도 춘천시 퇴계동 877번지,37.8603886,127.7227589,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,퇴계근린공원,노외,강원도 춘천시 퇴계동 877번지,37.8603886,127.7227589,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,MBC앞 노외,노외,강원도 춘천시 삼천동 239-4번지,37.874637,127.7037182,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,팔호 노외,노외,강원도 춘천시 효자2동 652-1번지,37.8755985,127.7355638,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,문화예술회관,노외,강원도 춘천시 효자1동 산46-3번지,37.8722055,127.7274709,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,소양 노외,노외,강원도 춘천시 요선동 208-1번지,37.882286,127.7261521,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,102보충대노외,노외,강원도 춘천시 신북읍 용산리 231-21,37.9415193,127.7123355,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,남부 노외,노외,강원도 춘천시 효자1동 684-9번지,37.8703851,127.7252834,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,소양댐주차장,노외,강원도 춘천시 신북읍 천전리 15-3,37.9376073,127.80139,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,느치골제1,노외,강원도 춘천시 신북읍 천전리 산73-7(소양댐너치골제1주차장),37.947314,127.804392,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,느치골제2,노외,강원도 춘천시 신북읍 천전리 산73-7(소양댐너치골제2주차장),37.947331,127.806227,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,느치골제3,노외,강원도 춘천시 신북읍 천전리 산73-7(소양댐너치골제3주차장),37.94563,127.809156,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,효자동노외,노외,강원도 춘천시 효자동 151-1번지 일원,37.8718436,127.7341826,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,자라우저수지,노외,강원도 춘천시 송암동 142,37.8579414,127.6960778,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,싸이클경기장옆,노외,강원도 춘천시 삼천동 388-11,37.869733,127.706612,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,구 진로부지,노외,강원도 춘천시 효자동 490-1번지 일원,37.8747353,127.7335333,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,춘천역앞,노외,강원도 춘천시 근화동 199 일원(캠프페이지),37.8817726,127.7189455,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,11토지  주차장 1,노외,강원도 춘천시 퇴계동 1158,37.8644562,127.7261656,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,11토지  주차장 2,노외,강원도 춘천시 퇴계동 1186,37.8644562,127.7261656,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,11토지  주차장 3,노외,강원도 춘천시 퇴계동 1176,37.8644562,127.7261656,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,온의2지구 주차장 1,노외,강원도 춘천시 온의동 588-1,37.8631234,127.7161022,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,온의2지구 주차장 2,노외,강원도 춘천시 온의동 589-8(향토공예관),37.8631234,127.7161022,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,공지천노외,노외,강원도 춘천시 근화동 365-3(일원),37.8737607,127.7118877,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,요선 노외,노외,강원도 춘천시 소양로2가 116-22외(34필지),37.8841832,127.7267749,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,소양강,노외,강원도 춘천시 근화동 786-35 외(44필지),37.88988,127.7208521,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,공지천 주차장,노외,강원도 춘천시 근화동 785-10,37.875142,127.7126177,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,삼천동 공영주차장,노외,강원도 춘천시 삼천동 22-15,37.8712476,127.7085228,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,거두리 공영주차장,노외,강원도 춘천시 거두리 945-1 외3,37.8650494,127.803201,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,옥천지구 공영주차장,노외,강원도 춘천시 옥천동 14-165 외6필지,37.8824368,127.731364,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,철도 하부공간(남춘천역),노외,강원도 춘천시 퇴계동 621-3 외9필지,37.8634422,127.725074,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,철도 하부공간(정족고가),노외,강원도 춘천시 퇴계동 136-12 외6필지,37.8644562,127.7261656,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,대머리산(교동3지구),노외,강원도 춘천시 교동 113-321 외22필지,37.8797595,127.7372052,춘천도시공사,033-240-1656,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,연휴기간 무료운영,
강원도,문막공영주차장,노외,강원도 원주시 문막읍 문막리 1044,37.30724569,127.8144012,강원도 원주시청,033-737-3543,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
강원도,건등택지 노외주차장,노외,강원도 원주시 문막읍 건등리 1710-8,37.31154648,127.8188651,강원도 원주시청,033-737-3543,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
강원도,소초면 유휴지주차장,노외,강원도 원주시 소초면 장양리 1006,37.42383247,127.9635833,강원도 원주시청,033-737-3543,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
강원도,소초공영주차장,노외,강원도 원주시 소초면 장양리 782-1,37.4106685,127.955483,강원도 원주시청,033-737-3543,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
강원도,흥업면 공영주차장,노외,강원도 원주시 흥업면 흥업리 584-1,37.30147055,127.9196773,강원도 원주시청,033-737-3543,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
강원도,신림면 공영주차장,노외,강원도 원주시 신림면 신림리 537-2,37.2304095,128.0819459,강원도 원주시청,033-737-3543,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
강원도,돌터5길 공영주차장,노외,강원도 원주시 우산동 229-9,37.3679504,127.9381117,강원도 원주시청,033-737-3543,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
강원도,이화마을 주차장,노외,강원도 원주시 단계동 917,37.33990475,127.9329773,강원도 원주시청,033-737-3543,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
강원도,원인동유휴지주차장,노외,강원도 원주시 원동 270-1,37.34503573,127.9456935,강원도 원주시청,033-737-3543,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
강원도,단구동유휴지주차장,노외,강원도 원주시 단구동 596-5,37.33032502,127.9574988,강원도 원주시청,033-737-3543,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
강원도,봉산동 간이주차장,노외,강원도 원주시 봉산동 1144-4,37.34582565,127.9589395,강원도 원주시청,033-737-3543,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
강원도,관설동 유휴지주차장,노외,강원도 원주시 관설동 1452-4,37.31818923,127.9667277,강원도 원주시청,033-737-3543,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
강원도,태장2동 공영주차장,노외,강원도 원주시 태장동 산56-2,37.3801043,127.9499385,강원도 원주시청,033-737-3543,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
강원도,태장2동 간이주차장,노외,강원도 원주시 태장동 2682,37.38281081,127.9455953,강원도 원주시청,033-737-3543,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
강원도,관설동 간이주차장,노외,강원도 원주시 관설동 1745-4,37.31884907,127.9620383,강원도 원주시청,033-737-3543,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
강원도,서곡8리 공영주차장,노외,강원도 원주시 판부면 서곡리 2026-6,37.32047185,127.941461,강원도 원주시청,033-737-3543,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,,
강원도,김윤기 가옥 근처 주차장1,노외,강원도 강릉시 노암동 302-7,37.7472512,128.9002964,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,김윤기 가옥 근처 주차장2,노외,강원도 강릉시 노암동 302-4,37.747556,128.902552,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,김윤기 가옥 근처 주차장3,노외,"강원도 강릉시 노암동 402-37, 402-36",37.7469208,128.9009653,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,노암동 시영주택주차장,노외,강원도 강릉시 노암동 324-67,37.7499446,128.8981391,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,시영주택입구 주차장,노외,강원도 강릉시 노암동 279-18,37.7500222,128.8977692,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,은마 연립주택 근처 주차장,노외,"강원도 강릉시 노암동 699-9, 699-14",37.7467688,128.8955112,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,정동진역 공영주차장,노외,강원도 강릉시 정동진리 259-1,37.6892845,129.0328378,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,바다부채길  주차장,노외,강원도 강릉시 심곡리 69-5,37.663799,129.045679,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,바다부채길 주차장,노외,강원도 강릉시 심곡리,37.663799,129.045679,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,7번국도 저탄장 주차장,노외,강원도 강릉시 강동면 정동진리 440-29,37.696535,129.025622,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,심곡 바다부채길 주차장,노외,강원도 강릉시 정동진리 50-33,37.682024,129.040685,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,심곡 바다부채길 주차장,노외,강원도 강릉시 정동진리 51-4,37.6809943,129.0394793,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,심곡 바다부채길 주차장,노외,강원도 강릉시 정동진리 51-22,37.680733,129.041837,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,심곡 바다부채길 주차장,노외,강원도 강릉시 정동진리 52-11,37.680116,129.042103,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,3.1 기념탑 주차장,노외,강원도 강릉시 저동 144-3외,37.791968,128.896171,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,전적비 주차장,노외,강원도 강릉시 안현동 94-145,37.8032844,128.9025131,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,경포 번영회 주차장,노외,강원도 강릉시 안현동 868-4,37.802065,128.901306,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,경포대광장 주차장(충혼탑),노외,강원도 강릉시 저동 126-1,37.795805,128.896858,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,선교장 노외주차장,노외,강원도 강릉시 운정동 472-18,37.784995,128.884631,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,오죽헌박물관 뒷편 주차장,노외,강원도 강릉시 죽헌동 179-1,37.778914,128.876048,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,종합운동장 주차장,노외,강원도 강릉시 교동 2-10,37.773225,128.895134,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,강릉 식자재마트 근처 주차장,노외,강원도 강릉시 교동 1899-3,37.763004,128.873445,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,강릉실내종합체육관 주차장,노외,강원도 강릉시 교동 2-21,37.772128,128.893627,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,강릉인라인스케이팅장 주차장,노외,강원도 강릉시 교동 377,37.772801,128.893726,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,관동교회 근처주차장,노외,강원도 강릉시 교동 987-7,37.756005,128.885921,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,관동중 맞은편,노외,강원도 강릉시 교동 1740-3,37.755724,128.881944,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,관동중 앞,노외,강원도 강릉시 교동 1429-6,37.7561135,128.8782814,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,교동택지 공영 주차장,노외,강원도 강릉시 교동 1878-1,37.766149,128.877202,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,구 터미널주차장,노외,강원도 강릉시 교동 156-35,37.760828,128.897605,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,기쁨교회부지 컬링경기장,노외,강원도 강릉시 교동 622,37.775128,128.891157,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,임당사거리 근처 주차장,노외,강원도 강릉시 교동 156-35외 3필지,37.760828,128.897605,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,코레일네트웍스㈜강릉역주차장,노외,강원도 강릉시 교동 118,37.763604,128.898937,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,내곡교사거리 근처 주차장,노외,강원도 강릉시 내곡동 51-15,37.746199,128.886201,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,내곡동 현대A 앞 둔치주차장,노외,강원도 강릉시 내곡동 31,37.748273,128.891116,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,도시계획도로 임시 주차장1,노외,강원도 강릉시 내곡동 67-3,37.746424,128.8869094,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,도시계획도로 임시 주차장2,노외,강원도 강릉시 내곡동 51-48,37.746447,128.888988,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,무지개아파트 근처 주차장,노외,강원도 강릉시 내곡동 71-3,37.746259,128.890603,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,폴리텍III대학 입구,노외,강원도 강릉시 내곡동 산 104,37.737071,128.888773,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,사천항 공영주차장,노외,강원도 강릉시 사천면 사천진리 86-141,37.834811,128.874952,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,사천면 공영주차장,노외,강원도 강릉시 사천진리 86-185 체육공원 뒤편,37.836703,128.873317,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,사천면 공영주차장,노외,강원도 강릉시 사천진리 86-79 보건지소 앞,37.836928,128.874713,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,사천 동해종합마트 근처,노외,강원도 강릉시 사천진리 29-12 외 1필지,37.8386250 ,128.4747340 ,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,사천진 보건진료소 근처주차장,노외,강원도 강릉시 사천진리 86-76 외 5필지,37.8372130 ,128.8747330 ,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,사천진리 해변길 주차장,노외,강원도 강릉시 사천면 사천진리 2-93,37.8360490 ,128.8788250 ,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,남항진항 해수욕장 주차장,노외,강원도 강릉시 남항진동 1-1,37.7655510 ,128.9529870 ,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,6주공오거리 근처 주차장1,노외,강원도 강릉시 입암동 94-5,37.7616320 ,128.9180580 ,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,6주공오거리 근처 주차장2,노외,강원도 강릉시 입암동 85-3,37.7616730 ,128.9176460 ,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,강릉중학교 근처 주택가 주차장,노외,강원도 강릉시 입암동 656-23,37.7526820 ,128.9075040 ,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,구파출소 옆,노외,강원도 강릉시 입암동 679-30,37.7559990 ,128.9077070 ,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
강원도,성덕동 주민센터 근처주차장,노외,"강원도 강릉시 입암동 597-5, 599-6, 598",37.7632060 ,128.9141040 ,강릉시청 교통과,033-640-5217,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,0:00,24:00,무료개방,
